fid,AAV2020,AN,BV2012,COUVERT,DEP,DEPCOM,DOM,ECLAIRE,EPCI,DCIRIS,LAMBERT_X,LAMBERT_Y,QP,QUALI_IRIS,QUALI_QP,QUALI_QVA,QUALI_ZFU,QUALI_ZUS,QUALITE_XY,QVA,REG,SDOM,TYPEQU,UU2020,ZFU,ZUS,NB_SALLES,NB_AIREJEU,codearondo
"7359","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080802","894216.7","6243722",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F101,"00759",CSZ,CSZ,,"1","313"
"7360","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080802","894298.9","6243827",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F121,"00759",CSZ,CSZ,,"1","313"
"7361","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080802","894309.5","6243719",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F117,"00759",CSZ,CSZ,,"1","313"
"7362","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110802","901737.2","6246570",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"00759",CSZ,HZ,,"1","313"
"7363","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110802","901737.2","6246570",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F121,"00759",CSZ,HZ,,"1","313"
"7364","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110802","901737.2","6246570",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"00759",CSZ,HZ,,"1","313"
"7365","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132110301","904432.9","6248339",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,HZ,,"1","313"
"7366","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110701","900000.3","6246013",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F116,"00759",CSZ,"9305101",,"1","313"
"7367","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110701","899931.3","6246009",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"00759",CSZ,"9305101",,"2","313"
"7368","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132111101","902015.9","6247395",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F121,"00759",CSZ,HZ,,"1","313"
"7369","003","2021","13055",NON,"13","13211",F,NON,"200054807","132111101","901995.3","6247301",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"00759",CSZ,HZ,,"1","313"
"7370","003","2021","13055",NON,"13","13211",F,NON,"200054807","132111005","899631","6245852",QP013040,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,"9305101",,"1","313"
"7371","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132110301","903926.2","6248106",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F103,"00759",CSZ,HZ,,"2","313"
"7372","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132110702","900450.7","6246272",HZ,"2","2","2",X,"2",Bonne,"9313115","93",F1,F113,"00759",CSZ,HZ,,"2","313"
"7373","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110702","900549.6","6246228",HZ,"2","2","2",X,"2",Bonne,"9313115","93",F1,F111,"00759",CSZ,HZ,,"2","313"
"7374","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110702","900434.2","6246228",HZ,"2","2","2",X,"2",Bonne,"9313115","93",F1,F114,"00759",CSZ,HZ,,"1","313"
"7375","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132111001","899488.2","6246144",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F121,"00759",CSZ,"9305101",,"1","313"
"7376","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132111101","901799.8","6247679",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F107,"00759",CSZ,HZ,,"1","313"
"7377","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132111101","901832.8","6247662",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,HZ,,"2","313"
"7378","003","2021","13055",NON,"13","13211",F,NON,"200054807","132111101","901912.6","6247630",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"00759",CSZ,HZ,,"1","313"
"7379","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132111102","901271.9","6246769",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F119,"00759",CSZ,HZ,,"2","313"
"7380","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132111102","900903.3","6246860",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"00759",CSZ,HZ,,"1","313"
"7381","003","2021","13055",OUI,"13","13212",F,OUI,"200054807","132120701","900084.6","6248990",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"00759",CSZ,HZ,,"2","313"
"7382","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132111101","900854.9","6248134",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"00759",CSZ,HZ,,"2","313"
"7383","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150902","891404.7","6251576",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,HZ,,"1","313"
"7384","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150902","891437.7","6251534",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00759",HZ,HZ,,"1","313"
"7385","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150902","891437.7","6251534",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F112,"00759",HZ,HZ,,"1","313"
"7386","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150402","890958.9","6251693",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,HZ,,"1","313"
"7387","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150402","890972.9","6251684",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,HZ,,"3","313"
"7388","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150401","890898.5","6252384",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00759",HZ,"9305051",,"2","313"
"7389","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150902","890864.5","6251974",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00759",HZ,"9305051",,"1","313"
"7390","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150802","891492.6","6255667",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,HZ,,"2","313"
"7391","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150802","891556.3","6255705",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,HZ,,"1","313"
"7392","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150802","891615.1","6255477",HZ,"2","2","2","2","2",Bonne,"9313147","93",F1,F111,"00759",HZ,HZ,,"4","313"
"7393","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150802","891650.9","6255648",HZ,"2","2","2","2","2",Bonne,"9313147","93",F1,F102,"00759",HZ,HZ,,"1","313"
"7394","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150802","891699.9","6255510",HZ,"2","2","2","2","2",Bonne,"9313147","93",F1,F121,"00759",HZ,HZ,,"1","313"
"7395","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150903","891068.8","6253003",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,"9305051",,"1","313"
"7396","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150903","891067","6252977",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,"9305051",,"1","313"
"7397","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150903","891018.6","6253172",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,"9305051",,"3","313"
"7398","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150903","890969.9","6253145",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,"9305051",,"1","313"
"7399","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150903","890987.2","6253079",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F107,"00759",HZ,"9305051",,"1","313"
"7400","003","2021","13055",NON,"13","13214",F,NON,"200054807","132140701","894053.1","6252421",HZ,"2","2",X,"2","2",Bonne,CSZ,"93",F1,F102,"00759",HZ,HZ,,"1","313"
"7401","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150402","890750.8","6251604",QP013058,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,HZ,,"1","313"
"7402","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150402","890796.4","6251594",QP013058,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,HZ,,"1","313"
"7403","003","2021","13055",OUI,"13","13113",F,OUI,"200054807","131130101","901574.2","6280405",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00759",CSZ,CSZ,,"1","113"
"7404","003","2021","13055",NON,"13","13113",F,NON,"200054807","131130101","901413.1","6280514",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00759",CSZ,CSZ,,"1","113"
"7405","003","2021","13055",NON,"13","13113",F,OUI,"200054807","131130101","901479.1","6280574",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00759",CSZ,CSZ,,"3","113"
"7406","003","2021","13055",OUI,"13","13113",F,OUI,"200054807","131130102","899421.2","6280096",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00759",CSZ,CSZ,,"1","113"
"7407","003","2021","13055",OUI,"13","13113",F,OUI,"200054807","131130102","900221.2","6283122",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F106,"00759",CSZ,CSZ,,"3","113"
"7408","003","2021","13055",NON,"13","13114",F,NON,"200054807","131140000","887655.3","6274211",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"00759",CSZ,CSZ,,"3","113"
"7409","003","2021","13055",NON,"13","13114",F,OUI,"200054807","131140000","888113.7","6274467",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"00759",CSZ,CSZ,,"2","113"
"7410","003","2021","13055",NON,"13","13114",F,OUI,"200054807","131140000","889080","6273139",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"00759",CSZ,CSZ,,"7","113"
"7411","003","2021","13055",NON,"13","13114",F,NON,"200054807","131140000","889132.4","6272843",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"00759",CSZ,CSZ,,"2","113"
"7412","003","2021","13055",NON,"13","13114",F,OUI,"200054807","131140000","885534.6","6273484",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"00759",CSZ,CSZ,,"2","113"
"7413","003","2021","13055",OUI,"13","13114",F,OUI,"200054807","131140000","885535.1","6273331",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","113"
"7414","003","2021","13055",OUI,"13","13114",F,OUI,"200054807","131140000","885535.1","6273331",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"00759",CSZ,CSZ,,"1","113"
"7415","003","2021","13055",OUI,"13","13114",F,OUI,"200054807","131140000","885455.7","6273472",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"00759",CSZ,CSZ,,"1","113"
"7416","003","2021","13055",NON,"13","13114",F,NON,"200054807","131140000","885767.8","6273338",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"00759",CSZ,CSZ,,"1","113"
"7417","003","2021","13055",NON,"13","13114",F,OUI,"200054807","131140000","885567.3","6273381",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00759",CSZ,CSZ,,"10","113"
"7418","003","2021","13055",NON,"13","13114",F,OUI,"200054807","131140000","885462.4","6273382",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00759",CSZ,CSZ,,"1","113"
"7419","003","2021","13055",NON,"13","13114",F,OUI,"200054807","131140000","885473.8","6273406",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F107,"00759",CSZ,CSZ,,"1","113"
"7420","003","2021","13055",NON,"13","13114",F,OUI,"200054807","131140000","885566.9","6274712",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"00759",CSZ,CSZ,,"1","113"
"7421","003","2021","13053",NON,"13","13115",F,NON,"200054807","131150000","877358","6290214",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"13303",CSZ,CSZ,,"1","213"
"7422","003","2021","13053",NON,"13","13115",F,NON,"200054807","131150000","877798.5","6290273",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"13303",CSZ,CSZ,,"1","213"
"7423","003","2021","13053",NON,"13","13115",F,OUI,"200054807","131150000","877823.4","6290237",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"13303",CSZ,CSZ,,"1","213"
"7424","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080802","894185.3","6243766",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F103,"00759",CSZ,CSZ,,"18","313"
"7425","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080802","894305.8","6243814",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"1","313"
"7426","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080904","894492.6","6243444",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F121,"00759",CSZ,CSZ,,"1","313"
"7427","003","2021","13055",NON,"13","13208",F,NON,"200054807","132080904","894476.6","6243435",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F111,"00759",CSZ,CSZ,,"1","313"
"7428","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080903","894391.3","6243312",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"4","313"
"7429","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080904","894501.1","6243330",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F112,"00759",CSZ,CSZ,,"10","313"
"7430","003","2021","13055",OUI,"13","13209",F,OUI,"200054807","132090703","894618.2","6239472",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"00759",CSZ,HZ,,"3","313"
"7431","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080904","894455.3","6243307",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F101,"00759",CSZ,CSZ,,"1","313"
"7432","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080903","894249.5","6243256",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F116,"00759",CSZ,CSZ,,"2","313"
"7433","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080903","894249.5","6243256",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F112,"00759",CSZ,CSZ,,"7","313"
"7434","003","2021","13055",NON,"13","13208",F,NON,"200054807","132080903","894230.9","6243201",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F113,"00759",CSZ,CSZ,,"1","313"
"7435","003","2021","13055",NON,"13","13208",F,NON,"200054807","132080903","894285","6243238",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F111,"00759",CSZ,CSZ,,"1","313"
"7436","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080903","894489.1","6242876",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"1","313"
"7437","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080901","894422.5","6242483",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F112,"00759",CSZ,CSZ,,"1","313"
"7438","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080903","894477.2","6243038",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"1","313"
"7439","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132081002","893450.9","6241582",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"2","313"
"7440","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080402","894018.4","6244766",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"2","313"
"7441","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080805","894110.2","6244380",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"2","313"
"7442","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080803","893969.6","6244093",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F112,"00759",CSZ,CSZ,,"2","313"
"7443","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080904","894659.4","6243181",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"2","313"
"7444","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132111102","900903.3","6246860",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"00759",CSZ,HZ,,"1","313"
"7445","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132110201","901209.2","6245999",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"00759",CSZ,HZ,,"1","313"
"7446","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110703","899463.7","6247503",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F116,"00759",CSZ,HZ,,"1","313"
"7447","003","2021","13055",NON,"13","13212",F,OUI,"200054807","132120103","898136.5","6247464",HZ,"2","2","2",X,"2",Bonne,"9313061","93",F1,F113,"00759",CSZ,HZ,,"1","313"
"7448","003","2021","13055",NON,"13","13212",F,OUI,"200054807","132120701","900177.5","6249970",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F103,"00759",CSZ,HZ,,"3","313"
"7449","003","2021","13055",NON,"13","13212",F,NON,"200054807","132120202","897431.3","6247750",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"00759",CSZ,HZ,,"1","313"
"7450","003","2021","13055",NON,"13","13212",F,NON,"200054807","132120302","895995.3","6249272",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"00759",CSZ,HZ,,"1","313"
"7451","003","2021","13055",OUI,"13","13212",F,OUI,"200054807","132120303","896360.7","6249509",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F114,"00759",CSZ,HZ,,"1","313"
"7452","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110703","899222.8","6247533",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"00759",CSZ,HZ,,"1","313"
"7453","003","2021","13055",NON,"13","13212",F,OUI,"200054807","132120102","899228.2","6247914",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,HZ,,"2","313"
"7454","003","2021","13055",NON,"13","13212",F,OUI,"200054807","132120702","899468.4","6248961",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,HZ,,"2","313"
"7455","003","2021","13055",NON,"13","13212",F,OUI,"200054807","132120702","899466.9","6249034",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F103,"00759",CSZ,HZ,,"7","313"
"7456","003","2021","13055",NON,"13","13212",F,OUI,"200054807","132120304","897794.1","6249579",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,HZ,,"1","313"
"7457","003","2021","13055",NON,"13","13212",F,NON,"200054807","132120603","897816.3","6249452",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"00759",CSZ,HZ,,"1","313"
"7458","003","2021","13055",NON,"13","13212",F,OUI,"200054807","132120201","897325.1","6248252",HZ,"2","2","2",X,"2",Bonne,"9313060","93",F1,F113,"00759",CSZ,HZ,,"1","313"
"7459","003","2021","13055",NON,"13","13212",F,NON,"200054807","132120201","897364.9","6248194",HZ,"2","2","2",X,"2",Bonne,"9313122","93",F1,F111,"00759",CSZ,HZ,,"2","313"
"7460","003","2021","13055",OUI,"13","13212",F,OUI,"200054807","132120201","897236.1","6248231",HZ,"2","2","2",X,"2",Bonne,"9313060","93",F1,F121,"00759",CSZ,HZ,,"1","313"
"7461","003","2021","13055",NON,"13","13212",F,OUI,"200054807","132120102","898902.7","6247741",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F103,"00759",CSZ,HZ,,"6","313"
"7462","003","2021","13055",NON,"13","13212",F,NON,"200054807","132120202","897078.7","6247536",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F103,"00759",CSZ,HZ,,"9","313"
"7463","003","2021","13055",NON,"13","13212",F,NON,"200054807","132120501","897009.6","6247417",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"00759",CSZ,HZ,,"1","313"
"7464","003","2021","13055",NON,"13","13212",F,NON,"200054807","132120101","898648.4","6247276",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"00759",CSZ,HZ,,"1","313"
"7465","003","2021","13055",NON,"13","13212",F,NON,"200054807","132120101","898692.7","6247239",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"00759",CSZ,HZ,,"1","313"
"7466","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150802","892061.1","6255485",QP013056,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,"9305061",,"1","313"
"7467","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150202","891829","6255052",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,"9305061",,"1","313"
"7468","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150702","891770.6","6256863",QP013055,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,"9305061",,"1","313"
"7469","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150803","890976.1","6255270",QP013051,"2","2","2","2","2",Bonne,HZ,"93",F1,F102,"00759",93050ZF,"9305041",,"1","313"
"7470","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150304","892004.4","6251111",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F102,"00759",HZ,HZ,,"1","313"
"7471","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150302","891737.7","6251228",QP013058,"2","2","2","2","2",Bonne,HZ,"93",F1,F102,"00759",9322NZF,HZ,,"1","313"
"7472","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150401","890911.7","6252696",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,"9305051",,"1","313"
"7473","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150901","891431","6252681",QP013053,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,HZ,,"2","313"
"7474","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150901","891382.2","6252683",QP013053,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00759",HZ,HZ,,"1","313"
"7475","003","2021","13055",NON,"13","13215",F,NON,"200054807","132151102","891333.3","6254647",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",93050ZF,"9305041",,"3","313"
"7476","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132151102","891353.2","6254713",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",93050ZF,"9305041",,"1","313"
"7477","003","2021","13055",NON,"13","13215",F,NON,"200054807","132151102","891295","6254517",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F107,"00759",93050ZF,"9305041",,"1","313"
"7478","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132151102","891296.8","6254698",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",93050ZF,"9305041",,"1","313"
"7479","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150202","892736.4","6254959",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F101,"00759",HZ,HZ,,"1","313"
"7480","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150803","891008.1","6255419",QP013051,"2","2","2","2","2",Bonne,HZ,"93",F1,F116,"00759",93050ZF,"9305041",,"1","313"
"7481","003","2021","13055",OUI,"13","13215",F,NON,"200054807","132150803","891008.1","6255419",QP013051,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00759",93050ZF,"9305041",,"1","313"
"7482","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132151102","891282.8","6253709",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,"9305051",,"1","313"
"7483","003","2021","13055",NON,"13","13215",F,NON,"200054807","132151102","891328.3","6253702",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,"9305051",,"1","313"
"7484","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150101","891971.6","6252921",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,"9305051",,"1","313"
"7485","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150101","891986","6252983",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",HZ,"9305051",,"1","313"
"7486","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150601","892234","6252266",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,HZ,,"1","313"
"7487","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150103","892302.9","6253942",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,HZ,,"1","313"
"7488","003","2021","13053",NON,"13","13115",F,NON,"200054807","131150000","877802.3","6290216",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"13303",CSZ,CSZ,,"1","213"
"7489","003","2021","13053",NON,"13","13115",F,OUI,"200054807","131150000","875369.4","6289511",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"13303",CSZ,CSZ,,"1","213"
"7490","003","2021","13053",NON,"13","13115",F,OUI,"200054807","131150000","875302.8","6289608",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"13303",CSZ,CSZ,,"1","213"
"7491","003","2021","13053",OUI,"13","13115",F,OUI,"200054807","131150000","877352.3","6290160",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F101,"13303",CSZ,CSZ,,"1","213"
"7492","003","2021","13053",OUI,"13","13115",F,OUI,"200054807","131150000","875009.1","6289792",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"13303",CSZ,CSZ,,"1","213"
